ClienteID,Income,Ubicacion,HaComprado,FrecuenciaCompra,CategoríaProductoFavorito,GastoMensual,Mes,Año,Edad,TiempoEnLaPlataforma,ValoracionesPromedio,NúmeroDevoluciones,Latitud,Longitud,Day_of_Week,Hour,Days_Since_Last_Purchase,Average_Days_Between_Purchases,Monthly_Spending_Std,Cancellation_Rate,Average_Transaction_Value,Cluster
26,26857.151262621468,Rome,1,8,Alimentos,278.3835596595507,Mayo,2022,26,25,3.060060880665814,0.1930232558139535,41.89518420885681,12.487129221016511,Monday,22,22.960881175620816,44.44533778536099,147.8220174173811,0.21181487473994548,69.59588991488768,0
27,27777.50627890409,Amsterdam,1,5,Hogar,305.06439846565866,Enero,2021,25,35,3.192679582246804,0.1930232558139535,52.35865487904325,4.910783282164169,Sunday,23,25.90242079828304,39.502163781259,29.32996642650568,0.0459909211782172,6.887764058706317,1
28,21654.33820454734,Madrid,1,0,Moda,107.96481180745104,Diciembre,2021,69,47,3.822134135822818,0.1930232558139535,40.39387834901768,-3.731090918135264,Tuesday,21,42.22230787966645,50.14047462671914,24.202123666534547,0.4590000948715476,58.5903009367118,2
29,26140.904611216225,Paris,1,9,Libros,261.00338603157473,Octubre,2020,62,23,3.5449415243730966,0.1930232558139535,48.854115995485714,2.365959738877681,Saturday,20,38.79820844546329,2.093015778456644,68.76052265329737,0.1629899549926478,52.20067720631495,0
30,38306.50865304077,London,1,3,Libros,390.9695477965669,Junio,2021,34,46,2.707996916026318,0.1930232558139535,51.49789633505957,-0.1309314952989633,Saturday,16,23.46883757061378,14.842922665444132,24.2168492391226,0.0426209408050166,75.16701061159047,1
31,28328.764544248163,Lisbon,1,8,Hogar,269.41043262670405,Diciembre,2021,34,21,3.583092395780969,0.98,38.69469535195383,-9.142355289151908,Thursday,20,42.22230787966645,81.1798202637419,38.96481146943435,0.3557245355408654,111.97387308529483,2
32,28410.765467447083,Madrid,0,14,Alimentos,348.6713466252648,Septiembre,2022,66,43,2.6853141223387884,0.1930232558139535,40.42145678483823,-3.699545576774872,Monday,23,46.80897590438526,99.43541228040688,141.3925047981209,0.20889266492847247,348.6713466252648,0
33,31588.835162185595,Paris,1,8,Libros,336.97735533439953,Enero,2022,50,38,2.4748212713579,0.1930232558139535,48.849897067686975,2.344821327226525,Sunday,11,0.9292518630442363,27.3678867881829,24.05617593140379,0.0062268165769022,45.299503103371805,1
34,21938.863464127386,Berlin,1,3,Hogar,284.8982300453187,Noviembre,2022,49,62,3.859590247350784,0.6,52.504264944757466,13.39967193282585,Wednesday,18,11.162276406275636,43.55698629325398,19.724595005938586,0.3437545632889193,110.89911815461963,1
35,34726.90845043783,Berlin,1,16,Electrónica,336.4710584868667,Noviembre,2022,25,33,3.5035101360676784,0.1930232558139535,52.50397978675492,13.41566383778848,Wednesday,25,71.88054108614408,14.619303895280856,99.64786005376322,0.21181487473994548,84.11776462171667,0
36,36332.034276864375,Rome,1,5,Alimentos,410.19421739399,Octubre,2020,36,49,3.3313023174629817,0.1930232558139535,41.91212548595496,12.505801489133331,Saturday,2,13.39755072623234,9.378187264622902,27.150070138011408,0.130333365075177,8.948143217294216,1
37,31886.481327302045,Amsterdam,1,11,Moda,400.6181329993965,Diciembre,2022,55,69,2.852275747622464,0.1930232558139535,52.37490142198751,4.906115842986792,Tuesday,23,44.00990072577489,28.037636946184445,28.48966586790119,0.2076926197419307,261.1347814567538,1
38,38256.75493239745,Amsterdam,0,13,Libros,448.1522217876076,Diciembre,2021,20,11,2.8460445296629624,0.1930232558139535,52.37161731394488,4.899804116053608,Thursday,23,42.15960764837047,19.617909057753,165.6204310871316,0.05292634647591454,448.1522217876076,0
39,23365.84116932052,Prague,1,4,Hogar,179.05133202176856,Marzo,2020,22,17,3.0886266261567483,0.1930232558139535,50.080730816806906,14.436025981977595,Sunday,16,18.089438213372055,35.43634159922568,33.40460327880337,0.0737052687447522,75.16701061159047,2
40,39218.57898875923,Madrid,1,3,Electrónica,379.5019860104733,Diciembre,2021,30,29,2.502053015712943,0.1930232558139535,40.415721040386615,-3.688333406377491,Sunday,21,24.65910478831,3.641502799493316,35.57770326192128,0.3023743482878469,88.1089527956442,1
41,26346.29298385173,Lisbon,1,8,Moda,246.20469456602748,Julio,2021,64,47,3.270485670988384,1.9,38.70921510133583,-9.15021762329833,Saturday,25,49.25658855969479,164.92320551351554,155.79510266826807,0.22035151400560005,27.35607717400305,0
42,23600.40133368435,Berlin,1,0,Hogar,260.46674009065987,Abril,2021,63,25,3.95616516908834,0.1930232558139535,52.53698567164515,13.38724897179404,Saturday,16,42.22230787966645,138.77395089986425,1.5744593171740604,0.1728716499679274,75.16701061159047,2
43,28813.04019396665,Madrid,1,3,Hogar,322.4480796903932,Septiembre,2022,48,30,4.1936526821446085,0.1930232558139535,40.4159380579048,-3.679031951975528,Sunday,18,79.92459304732944,35.43634159922568,36.24510444788207,0.3140586856357571,126.21813736264556,2
44,39360.02840236152,Lisbon,1,9,Moda,351.6556503223284,Marzo,2022,33,9,3.120282623670725,0.1930232558139535,38.728921780469086,-9.136515575547271,Saturday,20,42.73726821876563,34.56352954854405,67.53672109620378,0.16640077238312534,87.9139125805821,0
45,29902.78929550225,Berlin,1,6,Electrónica,302.41981865086944,Mayo,2020,67,46,4.0482441771580495,1.5999999999999999,52.50998976716918,13.398731019562575,Saturday,21,23.337313280842267,16.6670685699462,30.08520824778582,0.0946419813383114,75.16701061159047,1
46,25337.0417171946,Paris,1,2,Electrónica,152.37405056413917,Marzo,2020,49,20,2.5329699647062665,0.1930232558139535,48.87068193663219,2.354568725270738,Thursday,18,7.820631441135546,21.64082253695986,3.07761861323808,0.3196468342690701,63.25447927611003,2
47,23525.2876276007,Lisbon,1,12,Alimentos,307.3501265661015,Julio,2022,39,19,3.719725620556806,0.9,38.72318453162541,-9.163325217187598,Sunday,20,58.848816887500526,51.94483126419671,147.3912901418608,0.07111860274592419,38.41876582076269,0
48,29474.40747626793,Rome,1,0,Libros,269.1253627288446,Mayo,2021,46,19,3.0580257926362595,0.1930232558139535,41.8931205631291,12.50567370377374,Saturday,0,85.70671026099978,35.43634159922568,8.316888012409152,0.1936386855829443,75.16701061159047,2
49,20025.192142211752,Prague,1,5,Moda,203.0451184143424,Septiembre,2020,39,12,3.543672808353985,0.1930232558139535,50.07057944669148,14.44192852248398,Monday,20,42.22230787966645,54.82354913996072,32.278646834282725,0.3740517107681996,82.29461792760063,2
50,23499.0357920328,Paris,0,13,Moda,219.50787222092487,Julio,2022,60,37,3.4761237908801457,0.1930232558139535,48.83978860292749,2.359524571428922,Wednesday,20,31.700591423179365,77.80475301152723,134.1017225021963,0.09517384522938643,219.50787222092487,0
51,37715.338259295415,Prague,1,1,Moda,434.4547613436249,Febrero,2022,20,67,3.860207004891917,0.6,50.09280266834824,14.440826610119895,Saturday,1,47.56961939198059,134.62823362650462,13.508086750963209,0.0371051031406242,2.863334155386603,1
52,36616.31903575618,Rome,1,10,Electrónica,224.2878682876929,Abril,2022,27,42,2.832782175830041,0.6,41.895322306447504,12.498034430549469,Wednesday,23,57.60593499440807,58.212180188826046,46.10806911519801,0.3600807640180635,172.6768916872588,1
53,29357.93926730146,Paris,0,10,Libros,292.7488755567192,Septiembre,2021,59,37,3.903803148780916,0.1930232558139535,48.86725388852419,2.3484566614629605,Sunday,21,37.33950293819904,42.76818088161178,33.40460327880337,0.05418027345814003,292.7488755567192,0
54,27671.67614372727,Amsterdam,1,5,Alimentos,271.4258235623878,Diciembre,2022,38,64,3.240246268351733,1.5999999999999999,52.37519675495884,4.907073659067147,Sunday,5,2.451155057510097,24.3766127966901,24.805621074107474,0.1737246335911221,23.7536367749708,1
55,30292.54451153422,Berlin,1,4,Hogar,280.2436257357581,Febrero,2022,33,53,3.250847260995168,0.1930232558139535,52.53596995673157,13.409940212449891,Monday,22,73.60935641756069,121.45582626962032,58.44006655188005,0.3823715278380334,211.22922188130713,1
56,41739.98464225161,Madrid,1,13,Hogar,503.7111737042978,Octubre,2022,29,41,3.198073053420395,0.1930232558139535,40.394677278320295,-3.715218497333689,Sunday,25,118.62139769805806,90.4676571021114,140.0468319814731,0.21181487473994548,83.95186228404962,0
57,32024.877543852625,Paris,1,4,Moda,275.8823024957377,Septiembre,2022,19,60,2.767163447752944,0.1930232558139535,48.8446717979301,2.3685530599086744,Sunday,22,54.23302926345188,2.0822822393905254,16.296766314027035,0.1553193705583483,75.16701061159047,1
58,34548.69087479908,Paris,1,5,Libros,384.0767176097739,Octubre,2020,58,72,3.572950517046664,0.1930232558139535,48.8670160026915,2.3592559347564,Thursday,22,10.966316861150808,1.2024367589930114,39.18604530450948,0.4294649784626385,231.16982811495228,1
59,28987.712370842244,Rome,1,10,Electrónica,307.6897631437266,Mayo,2020,41,18,3.3786758889390893,0.9,41.89881932639263,12.490080895441004,Monday,21,35.77578933395426,21.255649271246828,78.4102105679897,0.0825109964295081,43.9556804491038,0
60,30304.483035585803,Paris,1,1,Libros,366.1207929826338,Febrero,2022,52,39,3.6406201242033647,0.1930232558139535,48.86685804351956,2.351166317835163,Saturday,16,5.709196084263263,74.86414753482389,11.664410127207333,0.1541843689288104,32.93195566827964,1
61,33235.81348393522,Stockholm,1,3,Libros,298.9986806004769,Abril,2021,47,60,3.512252572846431,0.1930232558139535,59.32381579104302,18.070932439563304,Saturday,18,11.00791620784564,196.39239606990756,57.244371422410325,0.443895721614828,73.15260199868398,1
62,30630.474139120142,Paris,0,6,Electrónica,269.6562964350135,Diciembre,2020,47,44,3.8689972748061177,0.1930232558139535,48.83821335408554,2.34524681016513,Tuesday,21,28.64017967379751,7.335427947051586,55.697877283416325,0.1444426510250454,269.6562964350135,0
63,20513.11508755671,Madrid,1,5,Moda,259.93464624943704,Diciembre,2022,64,41,4.1017543080236845,0.98,40.41491341967547,-3.724922499953436,Sunday,4,42.22230787966645,35.43634159922568,33.40460327880337,0.1689566456233775,75.16701061159047,2
64,36402.70380838732,Paris,1,4,Libros,385.2931035003787,Julio,2020,52,32,2.9946883390861,0.1930232558139535,48.875986179103634,2.3405638945835845,Monday,19,2.241643680568964,21.57631648911433,41.84941169580397,0.4154369228679483,163.3875612182231,1
65,26924.33161114335,Rome,1,4,Hogar,191.9964487775956,Diciembre,2020,36,41,3.7943862502953856,1.9799999999999998,41.89540706260087,12.490470697477738,Tuesday,4,6.381710490903963,103.66688494691832,30.836969785312867,0.9366614579304038,75.16701061159047,2
66,40556.58820808126,Stockholm,1,7,Electrónica,378.600631357649,Agosto,2021,67,38,3.076831786445073,0.1930232558139535,59.3346812226632,18.06711011318544,Saturday,5,9.852367841669878,83.06609433451356,24.94955517561525,0.1522047981885997,54.562675604427156,1
67,33434.24256382985,Berlin,1,2,Alimentos,353.6615583307016,Marzo,2022,25,43,3.543927944068868,0.1930232558139535,52.5226166375901,13.385840366279451,Tuesday,23,79.99980724739004,81.99855209114358,33.40460327880337,0.4866571087864804,222.97468016917605,1
68,30354.86207819873,Stockholm,0,9,Moda,345.4368318593168,Enero,2022,43,37,3.7398693923514346,0.1930232558139535,59.31998862617147,18.06751651099654,Thursday,23,60.17052214625679,28.45870070128981,93.23785521839842,0.11814567698962408,345.4368318593168,0
69,32196.63570051717,Berlin,1,7,Electrónica,288.004824345524,Abril,2021,66,38,2.704341554168748,2.6,52.53266620972807,13.420409555148302,Saturday,15,24.246914457939937,24.112572134730705,24.182525547860003,0.125244064326283,75.16701061159047,1
70,29457.510557182435,Prague,1,2,Alimentos,148.86230608097728,Febrero,2021,57,61,3.616489623264705,0.1930232558139535,50.05896826270382,14.43933452408404,Sunday,21,65.40375150882593,14.372500146752754,41.212162898967286,0.2054697748029085,65.73445306190295,1
71,27567.8361697382,London,1,10,Alimentos,301.8395209842337,Agosto,2022,24,31,3.0057519433198423,0.1930232558139535,51.52392918745117,-0.1322810898240845,Thursday,23,36.321135965961545,2.61121337301763,124.00297900433416,0.1805607685215791,37.72994012302921,0
72,31037.9913064286,Lisbon,1,0,Libros,249.36387856708723,Abril,2022,47,2,3.0906173710323124,0.1930232558139535,38.7420739498857,-9.161278260736037,Sunday,8,42.22230787966645,36.01917630014897,33.40460327880337,0.0262489755364775,75.16701061159047,2
73,34424.952335933325,London,1,7,Libros,243.38258345321267,Febrero,2021,24,41,3.915426165349503,0.1930232558139535,51.52481577958671,-0.1177430672987479,Thursday,19,38.61925017811757,75.42528476624653,58.17318434410407,0.2587333957050638,165.71917470274235,1
74,27677.35125677516,London,1,5,Libros,135.15721631854456,Junio,2020,20,9,2.873160429681291,0.1930232558139535,51.52505337571147,-0.1207353106578997,Friday,2,16.545455432701402,313.7600519018137,4.726898890390984,0.5800358174772865,75.16701061159047,2
75,26888.814175468604,Berlin,1,5,Electrónica,309.5871847645731,Junio,2020,18,9,2.7768115354409755,0.98,52.51453615727998,13.422527246900987,Saturday,2,42.22230787966645,202.26930303349496,33.40460327880337,0.0065052358982503,75.16701061159047,2
76,28222.5567954182,Berlin,1,6,Electrónica,288.6564404744303,Octubre,2021,53,63,3.567847470002547,0.6,52.51102267105237,13.398286900882468,Wednesday,19,111.539549440569,36.47932166886273,33.40460327880337,0.2022688624934426,149.8958101289908,1
77,34760.05546923347,Stockholm,1,7,Moda,336.3177356567221,Abril,2020,42,11,3.762794873149208,0.1930232558139535,59.33331616836004,18.073906325990507,Saturday,21,21.412831308575615,65.93773905928174,109.49239181062322,0.03077873720989499,56.052955942787015,0
78,37262.75123731185,Rome,1,4,Libros,442.0787305212566,Junio,2021,54,47,3.4691757069949367,0.1930232558139535,41.91138806967698,12.490496048181123,Saturday,18,1.2474435575187728,130.32772572934962,20.034147511784106,0.1841695695631373,75.16701061159047,1
79,31810.069559712352,Madrid,1,0,Alimentos,349.96692974827715,Febrero,2020,18,33,3.763185272834626,0.1930232558139535,40.43467988211316,-3.6894872367961824,Thursday,23,72.29189927016108,31.26474066191605,33.40460327880337,0.3942424142463809,120.72709071898944,2
80,32906.57067017862,Vienna,1,11,Hogar,409.880708837882,Octubre,2020,32,36,3.585487830982045,0.1930232558139535,48.19947589112507,16.371544462824204,Tuesday,25,56.48721835102065,12.786860006151594,128.8379033096536,0.21181487473994548,204.940354418941,0
81,26851.495713674434,Rome,1,8,Moda,198.8781835283945,Diciembre,2022,54,70,2.450894340134285,2.6,41.8984553091412,12.49248980848708,Sunday,19,19.28353783238677,26.9472072329939,28.1775269587605,0.1233300629041476,15.467163696197645,1
82,34383.77324976162,Stockholm,1,4,Electrónica,342.11020129991806,Febrero,2022,30,48,3.0352665182464955,0.1930232558139535,59.33895893759109,18.0714555482696,Tuesday,18,52.8198608181553,6.22333549408899,39.61780215247997,0.469409164684996,111.38479873367623,1
83,32758.68505232537,Prague,1,10,Moda,246.75118177585296,Octubre,2020,57,45,3.2890789503241504,0.1930232558139535,50.08420704631174,14.4568647054926,Saturday,24,40.295538973917004,138.6100703898769,193.0902891834816,0.21181487473994548,41.12519696264216,0
84,26449.36021036258,London,1,3,Moda,253.0244855108525,Abril,2020,25,45,3.489680476714711,0.1930232558139535,51.5024880712983,-0.1157263932618877,Saturday,8,42.22230787966645,35.43634159922568,33.40460327880337,0.1593074581952352,75.16701061159047,2
85,21061.64194034109,Lisbon,1,7,Moda,198.18562671507703,Agosto,2022,22,34,1.9075914718129443,2.98,38.71837185779827,-9.117127979691102,Saturday,18,95.62063759174016,35.43634159922568,27.54665637646238,0.2730446889728898,28.219058589328,2
86,23897.149478590727,Paris,1,7,Moda,270.3021766490608,Julio,2022,26,9,4.534504854358861,0.9,48.843826301652456,2.370107447082571,Tuesday,24,37.06697393906971,50.12232926279626,46.165491538743495,0.16323085755650246,90.10072554968694,0
87,26653.98635909393,Rome,1,0,Hogar,268.81805764803426,Diciembre,2022,18,24,3.445513047447105,0.1930232558139535,41.89717543416822,12.49292441013962,Saturday,6,42.22230787966645,35.43634159922568,33.40460327880337,0.09630447030251,24.125258793018062,2
88,35809.68658873387,Madrid,1,10,Libros,389.26722280133447,Septiembre,2021,53,33,3.604438401958846,0.6,40.43217153404641,-3.710174691506076,Saturday,18,13.828311022234413,19.953920803369773,28.753890763380205,0.478110363438892,54.34467874104875,1
89,37764.29887919663,Berlin,1,6,Alimentos,412.81499544891096,Agosto,2020,52,7,4.110783858209573,0.1930232558139535,52.52432845507066,13.402782940042776,Friday,23,50.24343608122736,5.424260462931117,82.51939066110981,0.29590497567468166,51.60187443111387,0
90,27802.410622628613,Prague,1,0,Moda,385.77054009544327,Mayo,2022,19,61,4.361827026406313,0.1930232558139535,50.08519479748359,14.426933250094743,Saturday,0,1.390869720616042,50.10485775835959,20.8995614812679,0.0234616377924788,75.16701061159047,1
91,27960.42323614352,Stockholm,1,10,Moda,263.839399597129,Febrero,2020,57,43,4.005373322294202,1.5999999999999999,59.32046915974474,18.06459858794946,Tuesday,18,7.121581283417075,33.0574690883717,51.78915593048481,0.2180802170868682,198.81919767310515,1
92,31308.115279862333,Madrid,1,5,Moda,266.0300177653044,Mayo,2021,40,3,3.87440654823581,0.1930232558139535,40.415258519892106,-3.72371879686844,Tuesday,21,49.49374984348185,66.59131864322318,113.08314863482396,0.21181487473994548,133.0150088826522,0
93,30060.732545366125,Rome,1,5,Libros,312.9115062194817,Agosto,2021,26,53,3.325345012232191,0.6,41.899895945793126,12.49439966036587,Saturday,22,20.98318357823369,33.04394371905818,27.53304269077649,0.02503715844051,75.16701061159047,1
94,34654.6704198704,Stockholm,1,3,Electrónica,306.4327028417269,Octubre,2022,51,31,3.4392371233165258,0.1930232558139535,59.32044783687377,18.07026614496369,Tuesday,22,18.86206834368648,86.02965500888178,58.34155263217371,0.4803308080416543,205.20245682416768,1
95,27384.05953206445,Madrid,1,4,Electrónica,347.9386337424713,Septiembre,2021,63,44,3.3921022779975494,0.1930232558139535,40.43986060567828,-3.724695425222817,Tuesday,22,52.24924292164994,36.123935355966935,157.3704665095803,0.0007471579306441711,38.65984819360793,0
96,34745.71493890499,Madrid,1,0,Hogar,333.2962474417883,Diciembre,2020,31,44,2.896944004142729,0.1930232558139535,40.42266848080409,-3.693915647705349,Sunday,6,42.22230787966645,35.43634159922568,33.40460327880337,0.1371130574457942,75.16701061159047,2
97,28803.876010651224,Madrid,1,3,Electrónica,259.75994171281275,Diciembre,2022,21,21,2.8664929501502514,0.1930232558139535,40.41196008082516,-3.691734144758144,Thursday,18,42.22230787966645,40.17413894533972,16.25312661766572,0.3054868061718903,115.1342674497993,2
98,34269.87355533928,Stockholm,1,11,Moda,319.1329494958369,Diciembre,2020,47,28,2.794722017828508,0.9,59.32751463086982,18.06869274575955,Saturday,21,50.85182441326673,23.249129129465267,84.78880594140931,0.20003548434957974,159.56647474791845,0
99,28644.79768855729,London,1,0,Moda,322.36884805915497,Septiembre,2020,48,40,3.442064274657488,0.1930232558139535,51.48769412178218,-0.1201311954346124,Sunday,19,42.22230787966645,35.43634159922568,7.951337455174112,0.0860611789798925,75.16701061159047,2
100,26934.526585458112,Vienna,1,3,Moda,261.45791669300684,Enero,2021,55,26,2.7076662113868064,0.1930232558139535,48.21142685357889,16.364568017546524,Sunday,22,45.45084257003664,1.3142259644442609,59.432512326121305,0.2304262485347649,123.29258251559517,1
101,39561.588199199854,Lisbon,1,11,Hogar,363.5325409854794,Septiembre,2021,28,36,3.3754582620718554,0.9,38.7143950064437,-9.1105580895525,Saturday,20,104.51766366161455,63.31758536981636,159.93206859955257,0.21181487473994548,51.93322014078277,0
102,35326.13541273459,Rome,1,3,Moda,436.5289500085224,Julio,2021,52,46,3.5018346959788293,0.1930232558139535,41.90121473125137,12.496438908102636,Sunday,0,25.703473367326332,43.577953517730585,22.1363042442851,0.0401049453400673,14.106934700668404,1
103,21039.774499323925,Madrid,1,4,Electrónica,167.58925296015175,Septiembre,2021,25,43,3.323467649193344,0.1930232558139535,40.44139580948959,-3.690764287448055,Thursday,22,139.502872324118,0.7949406509044508,44.740148002641504,0.3457615277558977,18.847705326712713,2
104,27766.13244105046,Lisbon,1,9,Libros,279.4396281121543,Agosto,2021,20,35,2.938934214990004,0.1930232558139535,38.72722420786745,-9.121431719119537,Monday,1,4.924814735349457,35.43634159922568,33.40460327880337,0.7775424746511431,75.16701061159047,2
105,36024.61460889287,Madrid,1,8,Libros,392.86145366944027,Enero,2022,31,38,4.848430185090252,0.1930232558139535,40.43866197598736,-3.706386715695764,Saturday,4,18.388679221532737,6.59756480527254,22.665805466949365,0.0983189093482873,75.16701061159047,1
106,24016.697653932388,Vienna,1,7,Alimentos,158.60022101847022,Diciembre,2020,30,35,3.980057950090156,1.5999999999999999,48.20770216729864,16.371521018713036,Friday,18,2.408304984562934,0.6593164319550952,96.91989531395166,0.2770329703161523,178.1672731252512,1
107,33853.39164761556,Stockholm,1,14,Electrónica,362.5469415464518,Agosto,2020,62,44,2.9977287499576386,0.1930232558139535,59.33863412280037,18.072543325085807,Friday,20,105.14381438698997,19.425926768178115,37.3325903439057,0.16653564801483745,60.42449025774197,0
